********************************************************************************
Field Output Report, written Thu Feb 22 21:47:40 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      3: Step Time =   0.3000

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label           S.S11           S.S11           S.S22           S.S22           S.S12           S.S12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
               1         517.514         517.514        -24.1584        -24.1584        -10.4688        -10.4688
               2         492.195         492.195     679.064E-03     679.064E-03    -31.0996E-03    -31.0996E-03
               3         492.288         492.288     3.21940E-03     3.21940E-03    -3.50642E-03    -3.50642E-03
               4         497.631         497.631    -31.5719E-03    -31.5719E-03         1.04881         1.04881
               5         517.723         517.723        -24.0717        -24.0717         10.0827         10.0827
               6         492.194         492.194     679.162E-03     679.162E-03     31.0968E-03     31.0968E-03
               7         396.254         396.254         11.0698         11.0698        -1.53193        -1.53193
               8         495.803         495.803    -38.6051E-03    -38.6051E-03    -882.052E-03    -882.052E-03
               9         518.575         518.575        -25.1714        -25.1714         11.5144         11.5144
              10         526.394         526.394         51.8655         51.8655     598.326E-03     598.326E-03
              11         497.728         497.728    -32.8289E-03    -32.8289E-03        -1.04877        -1.04877
              12         492.288         492.288     3.22008E-03     3.22008E-03     3.50714E-03     3.50714E-03
              13         462.820         462.820         140.761         140.761        -30.6860        -30.6860
              14         752.859         752.859         104.435         104.435        -121.799        -121.799
              15         518.018         518.018        -25.3336        -25.3336        -12.2066        -12.2066
              16         495.865         495.865    -40.1785E-03    -40.1785E-03     882.950E-03     882.950E-03
              17         526.197         526.197         52.5186         52.5186        -1.51384        -1.51384
              18         462.823         462.823         140.756         140.756         30.6789         30.6789
              19         397.742         397.742         9.62391         9.62391        -1.53008        -1.53008
              20         752.859         752.859         104.435         104.435         121.799         121.799
              21        -8.06340        -8.06340        -348.466        -348.466     314.804E-03     314.804E-03
              22         407.751         407.751         91.7055         91.7055        -198.836        -198.836
              23     1.25626E+03     1.25626E+03         81.2214         81.2214     144.413E-03     144.413E-03
              24         414.053         414.053         94.4387         94.4387         201.615         201.615
              25         414.809         414.809         94.5478         94.5478         202.016         202.016
              26         400.349         400.349         90.3902         90.3902        -196.720        -196.720
              27     1.25874E+03     1.25874E+03         80.3621         80.3621         5.82355         5.82355
              28        -8.11970        -8.11970        -349.989        -349.989     340.387E-03     340.387E-03
              29         507.877         507.877        -19.4131        -19.4131        -12.3436        -12.3436
              30         502.276         502.276        -16.3501        -16.3501        -13.5788        -13.5788
              31         497.827         497.827        -13.1257        -13.1257        -13.6559        -13.6559
              32         494.513         494.513        -10.1634        -10.1634        -13.0400        -13.0400
              33         492.151         492.151        -7.60924        -7.60924        -12.0793        -12.0793
              34         490.530         490.530        -5.48161        -5.48161        -10.9979        -10.9979
              35         489.462         489.462        -3.73864        -3.73864        -9.92139        -9.92139
              36         488.796         488.796        -2.32610        -2.32610        -8.91256        -8.91256
