********************************************************************************
Field Output Report, written Thu Feb 22 21:47:41 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      7: Step Time =   0.7000

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label         LE.LE11         LE.LE11         LE.LE22         LE.LE22         LE.LE12         LE.LE12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
              69     6.94345E-03     6.94345E-03    -2.19940E-03    -2.19940E-03    -4.51690E-06    -4.51690E-06
              70     6.94362E-03     6.94362E-03    -2.19961E-03    -2.19961E-03    -2.25261E-06    -2.25261E-06
              71     6.94478E-03     6.94478E-03    -2.20087E-03    -2.20087E-03    -1.22771E-06    -1.22771E-06
              72     6.94585E-03     6.94585E-03    -2.20205E-03    -2.20205E-03    -1.28556E-06    -1.28556E-06
              73     6.94689E-03     6.94689E-03    -2.20325E-03    -2.20325E-03    -1.31359E-06    -1.31359E-06
              74     6.94787E-03     6.94787E-03    -2.20444E-03    -2.20444E-03    -1.31032E-06    -1.31032E-06
              75     6.94875E-03     6.94875E-03    -2.20558E-03    -2.20558E-03    -1.27516E-06    -1.27516E-06
              76     6.94948E-03     6.94948E-03    -2.20664E-03    -2.20664E-03    -1.20807E-06    -1.20807E-06
              77     6.95001E-03     6.95001E-03    -2.20759E-03    -2.20759E-03    -1.10991E-06    -1.10991E-06
              78     6.95031E-03     6.95031E-03    -2.20838E-03    -2.20838E-03    -982.101E-09    -982.101E-09
              79     6.95034E-03     6.95034E-03    -2.20900E-03    -2.20900E-03    -827.328E-09    -827.328E-09
              80     6.95005E-03     6.95005E-03    -2.20940E-03    -2.20940E-03    -648.372E-09    -648.372E-09
              81     6.94943E-03     6.94943E-03    -2.20957E-03    -2.20957E-03    -450.658E-09    -450.658E-09
              82     6.94844E-03     6.94844E-03    -2.20948E-03    -2.20948E-03    -237.802E-09    -237.802E-09
              83     6.94794E-03     6.94794E-03    -2.20940E-03    -2.20940E-03    -233.493E-09    -233.493E-09
              84     6.94820E-03     6.94820E-03    -2.20948E-03    -2.20948E-03    -457.447E-09    -457.447E-09
              85     6.94863E-03     6.94863E-03    -2.20962E-03    -2.20962E-03    -696.747E-09    -696.747E-09
              86     6.94925E-03     6.94925E-03    -2.20981E-03    -2.20981E-03    -946.258E-09    -946.258E-09
              87     6.95006E-03     6.95006E-03    -2.21007E-03    -2.21007E-03    -1.21043E-06    -1.21043E-06
              88     6.95107E-03     6.95107E-03    -2.21039E-03    -2.21039E-03    -1.49291E-06    -1.49291E-06
              89     6.95230E-03     6.95230E-03    -2.21077E-03    -2.21077E-03    -1.79747E-06    -1.79747E-06
              90     6.95378E-03     6.95378E-03    -2.21124E-03    -2.21124E-03    -2.12780E-06    -2.12780E-06
              91     6.95551E-03     6.95551E-03    -2.21178E-03    -2.21178E-03    -2.48757E-06    -2.48757E-06
              92     6.95752E-03     6.95752E-03    -2.21242E-03    -2.21242E-03    -2.88038E-06    -2.88038E-06
              93     6.95984E-03     6.95984E-03    -2.21315E-03    -2.21315E-03    -3.30969E-06    -3.30969E-06
              94     6.96250E-03     6.96250E-03    -2.21399E-03    -2.21399E-03    -3.77877E-06    -3.77877E-06
              95     6.96553E-03     6.96553E-03    -2.21495E-03    -2.21495E-03    -4.29056E-06    -4.29056E-06
              96     6.96896E-03     6.96896E-03    -2.21603E-03    -2.21603E-03    -4.84758E-06    -4.84758E-06
              97     6.97283E-03     6.97283E-03    -2.21725E-03    -2.21725E-03    -5.45168E-06    -5.45168E-06
              98     6.97716E-03     6.97716E-03    -2.21862E-03    -2.21862E-03    -6.10388E-06    -6.10388E-06
              99     6.98201E-03     6.98201E-03    -2.22016E-03    -2.22016E-03    -6.80402E-06    -6.80402E-06
             100     6.98740E-03     6.98740E-03    -2.22187E-03    -2.22187E-03    -7.55040E-06    -7.55040E-06
             101     6.99337E-03     6.99337E-03    -2.22376E-03    -2.22376E-03    -8.33928E-06    -8.33928E-06
             102     6.99994E-03     6.99994E-03    -2.22585E-03    -2.22585E-03    -9.16438E-06    -9.16438E-06
             103     7.00715E-03     7.00715E-03    -2.22814E-03    -2.22814E-03    -10.0161E-06    -10.0161E-06
             104     7.01500E-03     7.01500E-03    -2.23064E-03    -2.23064E-03    -10.8806E-06    -10.8806E-06
             105     7.02350E-03     7.02350E-03    -2.23335E-03    -2.23335E-03    -11.7392E-06    -11.7392E-06
             106     7.03264E-03     7.03264E-03    -2.23626E-03    -2.23626E-03    -12.5667E-06    -12.5667E-06
             107     7.04238E-03     7.04238E-03    -2.23938E-03    -2.23938E-03    -13.3308E-06    -13.3308E-06
             108     7.05266E-03     7.05266E-03    -2.24267E-03    -2.24267E-03    -13.9902E-06    -13.9902E-06
             109     7.06337E-03     7.06337E-03    -2.24612E-03    -2.24612E-03    -14.4941E-06    -14.4941E-06
             110     7.07439E-03     7.07439E-03    -2.24967E-03    -2.24967E-03    -14.7809E-06    -14.7809E-06
             111     7.08553E-03     7.08553E-03    -2.25327E-03    -2.25327E-03    -14.7779E-06    -14.7779E-06
             112     7.09652E-03     7.09652E-03    -2.25684E-03    -2.25684E-03    -14.4019E-06    -14.4019E-06
             113     7.10706E-03     7.10706E-03    -2.26029E-03    -2.26029E-03    -13.5613E-06    -13.5613E-06
             114     7.11677E-03     7.11677E-03    -2.26349E-03    -2.26349E-03    -12.1594E-06    -12.1594E-06
             115     7.12518E-03     7.12518E-03    -2.26629E-03    -2.26629E-03    -10.1021E-06    -10.1021E-06
             116     7.13177E-03     7.13177E-03    -2.26852E-03    -2.26852E-03    -7.30624E-06    -7.30624E-06
             117     7.13596E-03     7.13596E-03    -2.26999E-03    -2.26999E-03    -3.71501E-06    -3.71501E-06
             118     7.13715E-03     7.13715E-03    -2.27051E-03    -2.27051E-03     687.541E-09     687.541E-09
             119     7.13472E-03     7.13472E-03    -2.26986E-03    -2.26986E-03     5.85405E-06     5.85405E-06
             120     7.12816E-03     7.12816E-03    -2.26786E-03    -2.26786E-03     11.6562E-06     11.6562E-06
             121     7.11706E-03     7.11706E-03    -2.26436E-03    -2.26436E-03     17.8660E-06     17.8660E-06
             122     7.10124E-03     7.10124E-03    -2.25929E-03    -2.25929E-03     24.1469E-06     24.1469E-06
             123     7.08080E-03     7.08080E-03    -2.25267E-03    -2.25267E-03     30.0630E-06     30.0630E-06
             124     7.05621E-03     7.05621E-03    -2.24463E-03    -2.24463E-03     35.0659E-06     35.0659E-06
             125     7.03165E-03     7.03165E-03    -2.23720E-03    -2.23720E-03     71.1915E-06     71.1915E-06
             126     7.04578E-03     7.04578E-03    -2.24388E-03    -2.24388E-03     128.038E-06     128.038E-06
             127     7.06274E-03     7.06274E-03    -2.25287E-03    -2.25287E-03     170.160E-06     170.160E-06
             128     7.08237E-03     7.08237E-03    -2.26435E-03    -2.26435E-03     200.988E-06     200.988E-06
             129     7.10493E-03     7.10493E-03    -2.27896E-03    -2.27896E-03     222.734E-06     222.734E-06
             130     7.13101E-03     7.13101E-03    -2.29767E-03    -2.29767E-03     236.095E-06     236.095E-06
             131     7.16133E-03     7.16133E-03    -2.32181E-03    -2.32181E-03     240.082E-06     240.082E-06
             132     7.19654E-03     7.19654E-03    -2.35294E-03    -2.35294E-03     231.654E-06     231.654E-06
             133     7.23682E-03     7.23682E-03    -2.39261E-03    -2.39261E-03     204.931E-06     204.931E-06
             134     7.28095E-03     7.28095E-03    -2.44171E-03    -2.44171E-03     150.518E-06     150.518E-06
             135     7.32472E-03     7.32472E-03    -2.49916E-03    -2.49916E-03     55.0634E-06     55.0634E-06
             136     7.35852E-03     7.35852E-03    -2.55932E-03    -2.55932E-03    -95.5378E-06    -95.5378E-06
             137     7.25571E-03     7.25571E-03    -2.55090E-03    -2.55090E-03     450.768E-06     450.768E-06
             138     7.16392E-03     7.16392E-03    -2.48373E-03    -2.48373E-03     497.341E-06     497.341E-06
             139     7.08736E-03     7.08736E-03    -2.41926E-03    -2.41926E-03     501.617E-06     501.617E-06
             140     7.02754E-03     7.02754E-03    -2.36320E-03    -2.36320E-03     480.380E-06     480.380E-06
             141     6.98267E-03     6.98267E-03    -2.31684E-03    -2.31684E-03     446.108E-06     446.108E-06
             142     6.95001E-03     6.95001E-03    -2.27962E-03    -2.27962E-03     406.979E-06     406.979E-06
             143     6.92683E-03     6.92683E-03    -2.25021E-03    -2.25021E-03     367.674E-06     367.674E-06
             144     6.91085E-03     6.91085E-03    -2.22725E-03    -2.22725E-03     330.626E-06     330.626E-06
             145     6.90023E-03     6.90023E-03    -2.20949E-03    -2.20949E-03     296.900E-06     296.900E-06
             146     6.89361E-03     6.89361E-03    -2.19591E-03    -2.19591E-03     266.788E-06     266.788E-06
             147     6.88993E-03     6.88993E-03    -2.18567E-03    -2.18567E-03     240.176E-06     240.176E-06
             148     6.88842E-03     6.88842E-03    -2.17811E-03    -2.17811E-03     216.753E-06     216.753E-06
             149     6.88848E-03     6.88848E-03    -2.17271E-03    -2.17271E-03     196.140E-06     196.140E-06
             150     6.88969E-03     6.88969E-03    -2.16904E-03    -2.16904E-03     177.946E-06     177.946E-06
             151     6.89171E-03     6.89171E-03    -2.16676E-03    -2.16676E-03     161.814E-06     161.814E-06
             152     6.89429E-03     6.89429E-03    -2.16559E-03    -2.16559E-03     147.424E-06     147.424E-06
