********************************************************************************
Field Output Report, written Thu Feb 22 21:47:41 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      6: Step Time =   0.6000

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label         LE.LE11         LE.LE11         LE.LE22         LE.LE22         LE.LE12         LE.LE12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
               1     6.35471E-03     6.35471E-03    -2.28233E-03    -2.28233E-03    -339.905E-06    -339.905E-06
               2     5.95463E-03     5.95463E-03    -1.88632E-03    -1.88632E-03    -976.586E-09    -976.586E-09
               3     5.95825E-03     5.95825E-03    -1.89469E-03    -1.89469E-03    -109.843E-09    -109.843E-09
               4     6.02430E-03     6.02430E-03    -1.91606E-03    -1.91606E-03     33.1924E-06     33.1924E-06
               5     6.35693E-03     6.35693E-03    -2.28212E-03    -2.28212E-03     327.633E-06     327.633E-06
               6     5.95463E-03     5.95463E-03    -1.88631E-03    -1.88631E-03     976.495E-09     976.495E-09
               7     4.75734E-03     4.75734E-03    -1.39313E-03    -1.39313E-03    -48.6387E-06    -48.6387E-06
               8     6.00247E-03     6.00247E-03    -1.90920E-03    -1.90920E-03    -27.9462E-06    -27.9462E-06
               9     6.37131E-03     6.37131E-03    -2.29848E-03    -2.29848E-03     372.737E-06     372.737E-06
              10     6.17461E-03     6.17461E-03    -1.40070E-03    -1.40070E-03     18.8180E-06     18.8180E-06
              11     6.02548E-03     6.02548E-03    -1.91645E-03    -1.91645E-03    -33.1888E-06    -33.1888E-06
              12     5.95825E-03     5.95825E-03    -1.89469E-03    -1.89469E-03     109.867E-09     109.867E-09
              13     5.05983E-03     5.05983E-03    -77.9284E-06    -77.9284E-06    -978.328E-06    -978.328E-06
              14     8.70487E-03     8.70487E-03    -1.63601E-03    -1.63601E-03    -3.87852E-03    -3.87852E-03
              15     6.36513E-03     6.36513E-03    -2.29824E-03    -2.29824E-03    -394.708E-06    -394.708E-06
              16     6.00323E-03     6.00323E-03    -1.90946E-03    -1.90946E-03     27.9731E-06     27.9731E-06
              17     6.16973E-03     6.16973E-03    -1.39206E-03    -1.39206E-03    -47.8095E-06    -47.8095E-06
              18     5.05988E-03     5.05988E-03    -77.9882E-06    -77.9882E-06     978.102E-06     978.102E-06
              19     4.78066E-03     4.78066E-03    -1.41607E-03    -1.41607E-03    -48.5756E-06    -48.5756E-06
              20     8.70487E-03     8.70487E-03    -1.63600E-03    -1.63600E-03     3.87851E-03     3.87851E-03
              21     1.23661E-03     1.23661E-03    -4.16610E-03    -4.16610E-03     9.39604E-06     9.39604E-06
              22     4.58240E-03     4.58240E-03    -439.344E-06    -439.344E-06    -6.38705E-03    -6.38705E-03
              23     14.8823E-03     14.8823E-03    -3.86469E-03    -3.86469E-03     4.50970E-06     4.50970E-06
              24     4.64822E-03     4.64822E-03    -430.597E-06    -430.597E-06     6.47595E-03     6.47595E-03
