********************************************************************************
Field Output Report, written Thu Feb 22 21:47:40 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      4: Step Time =   0.4000

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label           S.S11           S.S11           S.S22           S.S22           S.S12           S.S12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
               1         689.625         689.625        -32.1423        -32.1423        -14.0339        -14.0339
               2         655.936         655.936     899.566E-03     899.566E-03    -41.2268E-03    -41.2268E-03
               3         656.059         656.059     4.32857E-03     4.32857E-03    -4.64451E-03    -4.64451E-03
               4         663.225         663.225    -41.7834E-03    -41.7834E-03         1.39396         1.39396
               5         689.904         689.904        -32.0275        -32.0275         13.5200         13.5200
               6         655.936         655.936     899.696E-03     899.696E-03     41.2231E-03     41.2231E-03
               7         528.215         528.215         14.7225         14.7225        -2.03826        -2.03826
               8         660.799         660.799    -51.0892E-03    -51.0892E-03        -1.17276        -1.17276
               9         691.036         691.036        -33.4860        -33.4860         15.4200         15.4200
              10         701.608         701.608         69.0608         69.0608     793.581E-03     793.581E-03
              11         663.355         663.355    -43.4699E-03    -43.4699E-03        -1.39388        -1.39388
              12         656.058         656.058     4.32949E-03     4.32949E-03     4.64549E-03     4.64549E-03
              13         616.784         616.784         187.576         187.576        -40.8850        -40.8850
              14     1.00307E+03     1.00307E+03         139.012         139.012        -162.216        -162.216
              15         690.292         690.292        -33.7005        -33.7005        -16.3409        -16.3409
              16         660.882         660.882    -53.2063E-03    -53.2063E-03         1.17393         1.17393
              17         701.346         701.346         69.9307         69.9307        -2.01063        -2.01063
              18         616.787         616.787         187.571         187.571         40.8755         40.8755
              19         530.192         530.192         12.8041         12.8041        -2.03573        -2.03573
              20     1.00307E+03     1.00307E+03         139.012         139.012         162.215         162.215
              21        -10.7660        -10.7660        -463.645        -463.645     410.489E-03     410.489E-03
              22         543.675         543.675         123.041         123.041        -265.591        -265.591
              23     1.67361E+03     1.67361E+03         107.592         107.592     191.078E-03     191.078E-03
              24         552.075         552.075         126.681         126.681         269.297         269.297
              25         553.079         553.079         126.828         126.828         269.831         269.831
              26         533.812         533.812         121.298         121.298        -262.771        -262.771
              27     1.67690E+03     1.67690E+03         106.445         106.445         7.77462         7.77462
              28        -10.8413        -10.8413        -465.666        -465.666     444.595E-03     444.595E-03
              29         676.786         676.786        -25.8172        -25.8172        -16.5027        -16.5027
              30         669.324         669.324        -21.7353        -21.7353        -18.1311        -18.1311
              31         663.402         663.402        -17.4422        -17.4422        -18.2197        -18.2197
              32         658.993         658.993        -13.5003        -13.5003        -17.3886        -17.3886
              33         655.852         655.852        -10.1031        -10.1031        -16.1012        -16.1012
              34         653.699         653.699        -7.27412        -7.27412        -14.6552        -14.6552
              35         652.281         652.281        -4.95734        -4.95734        -13.2176        -13.2176
              36         651.399         651.399        -3.08030        -3.08030        -11.8712        -11.8712
