********************************************************************************
Field Output Report, written Thu Feb 22 21:47:41 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      6: Step Time =   0.6000

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label           S.S11           S.S11           S.S22           S.S22           S.S12           S.S12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
               1     1.03326E+03     1.03326E+03        -48.0083        -48.0083        -21.2763        -21.2763
               2         982.938         982.938         1.33199         1.33199    -61.1292E-03    -61.1292E-03
               3         983.113         983.113     6.59803E-03     6.59803E-03    -6.87559E-03    -6.87559E-03
               4         993.990         993.990    -61.7659E-03    -61.7659E-03         2.07767         2.07767
               5     1.03368E+03     1.03368E+03        -47.8386        -47.8386         20.5081         20.5081
               6         982.937         982.937         1.33219         1.33219     61.1236E-03     61.1236E-03
               7         791.949         791.949         21.9730         21.9730        -3.04453        -3.04453
               8         990.383         990.383    -75.5117E-03    -75.5117E-03        -1.74929        -1.74929
               9     1.03536E+03     1.03536E+03        -50.0033        -50.0033         23.3314         23.3314
              10     1.05166E+03     1.05166E+03         103.313         103.313         1.17791         1.17791
              11         994.184         994.184    -64.3269E-03    -64.3269E-03        -2.07745        -2.07745
              12         983.112         983.112     6.59946E-03     6.59946E-03     6.87710E-03     6.87710E-03
              13         924.247         924.247         281.052         281.052        -61.2383        -61.2383
              14     1.50239E+03     1.50239E+03         207.819         207.819        -242.775        -242.775
              15     1.03424E+03     1.03424E+03        -50.3195        -50.3195        -24.7067        -24.7067
              16         990.508         990.508    -78.7450E-03    -78.7450E-03         1.75097         1.75097
              17     1.05127E+03     1.05127E+03         104.616         104.616        -2.99263        -2.99263
              18         924.252         924.252         281.044         281.044         61.2241         61.2241
              19         794.891         794.891         19.1234         19.1234        -3.04058        -3.04058
              20     1.50239E+03     1.50239E+03         207.819         207.819         242.775         242.775
              21        -16.1930        -16.1930        -692.557        -692.557     588.143E-03     588.143E-03
              22         815.511         815.511         186.841         186.841        -399.796        -399.796
              23     2.50624E+03     2.50624E+03         159.311         159.311     282.280E-03     282.280E-03
              24         828.104         828.104         192.289         192.289         405.361         405.361
              25         829.597         829.597         192.514         192.514         406.160         406.160
              26         800.735         800.735         184.260         184.260        -395.570        -395.570
              27     2.51115E+03     2.51115E+03         157.584         157.584         11.6909         11.6909
              28        -16.3068        -16.3068        -695.560        -695.560     639.290E-03     639.290E-03
              29     1.01403E+03     1.01403E+03        -38.5266        -38.5266        -24.8873        -24.8873
              30     1.00286E+03     1.00286E+03        -32.4102        -32.4102        -27.2742        -27.2742
              31         994.000         994.000        -25.9885        -25.9885        -27.3648        -27.3648
              32         987.416         987.416        -20.0991        -20.0991        -26.0885        -26.0885
              33         982.732         982.732        -15.0279        -15.0279        -24.1380        -24.1380
              34         979.526         979.526        -10.8080        -10.8080        -21.9571        -21.9571
