********************************************************************************
Field Output Report, written Sat Feb 24 11:10:48 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      9: Step Time =   0.6429

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label           S.S11           S.S11           S.S22           S.S22           S.S12           S.S12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
               1     1.10679E+03     1.10679E+03        -51.3907        -51.3907        -22.8475        -22.8475
               2     1.05293E+03     1.05293E+03         1.42319         1.42319    -65.3336E-03    -65.3336E-03
               3     1.05311E+03     1.05311E+03     7.09285E-03     7.09285E-03    -7.34598E-03    -7.34598E-03
               4     1.06479E+03     1.06479E+03    -65.9748E-03    -65.9748E-03         2.22305         2.22305
               5     1.10725E+03     1.10725E+03        -51.2095        -51.2095         22.0252         22.0252
               6     1.05293E+03     1.05293E+03         1.42339         1.42339     65.3275E-03     65.3275E-03
               7         848.430         848.430         23.5172         23.5172        -3.25906        -3.25906
               8     1.06094E+03     1.06094E+03    -80.6542E-03    -80.6542E-03        -1.87199        -1.87199
               9     1.10905E+03     1.10905E+03        -53.5235        -53.5235         25.0440         25.0440
              10     1.12661E+03     1.12661E+03         110.630         110.630         1.25920         1.25920
              11     1.06500E+03     1.06500E+03    -68.7259E-03    -68.7259E-03        -2.22279        -2.22279
              12     1.05311E+03     1.05311E+03     7.09440E-03     7.09440E-03     7.34760E-03     7.34760E-03
              13         990.051         990.051         301.056         301.056        -65.5920        -65.5920
              14     1.60920E+03     1.60920E+03         222.504         222.504        -259.991        -259.991
              15     1.10785E+03     1.10785E+03        -53.8611        -53.8611        -26.5162        -26.5162
              16     1.06107E+03     1.06107E+03    -84.1317E-03    -84.1317E-03         1.87378         1.87378
              17     1.12619E+03     1.12619E+03         112.024         112.024        -3.20106        -3.20106
              18         990.057         990.057         301.047         301.047         65.5768         65.5768
              19         851.577         851.577         20.4705         20.4705        -3.25479        -3.25479
              20     1.60920E+03     1.60920E+03         222.504         222.504         259.990         259.990
              21        -17.3596        -17.3596        -741.360        -741.360     623.850E-03     623.850E-03
              22         873.757         873.757         200.706         200.706        -428.673        -428.673
              23     2.68431E+03     2.68431E+03         170.220         170.220     301.460E-03     301.460E-03
              24         887.249         887.249         206.540         206.540         434.637         434.637
              25         888.845         888.845         206.783         206.783         435.493         435.493
              26         857.930         857.930         197.948         197.948        -424.146        -424.146
              27     2.68956E+03     2.68956E+03         168.368         168.368         12.5325         12.5325
              28        -17.4818        -17.4818        -744.571        -744.571     678.648E-03     678.648E-03
              29     1.08620E+03     1.08620E+03        -41.2330        -41.2330        -26.6954        -26.6954
              30     1.07423E+03     1.07423E+03        -34.6813        -34.6813        -29.2401        -29.2401
              31     1.06475E+03     1.06475E+03        -27.8050        -27.8050        -29.3275        -29.3275
              32     1.05770E+03     1.05770E+03        -21.5003        -21.5003        -27.9532        -27.9532
