********************************************************************************
Field Output Report, written Sat Feb 24 11:10:49 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment     11: Step Time =   0.7857

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label           S.S11           S.S11           S.S22           S.S22           S.S12           S.S12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
               1     1.35165E+03     1.35165E+03        -62.6209        -62.6209        -28.1341        -28.1341
               2     1.28601E+03     1.28601E+03         1.72348         1.72348    -79.1959E-03    -79.1959E-03
               3     1.28623E+03     1.28623E+03     8.76353E-03     8.76353E-03    -8.89446E-03    -8.89446E-03
               4     1.30062E+03     1.30062E+03    -79.8226E-03    -79.8226E-03         2.70477         2.70477
               5     1.35220E+03     1.35220E+03        -62.4018        -62.4018         27.1315         27.1315
               6     1.28601E+03     1.28601E+03         1.72373         1.72373     79.1884E-03     79.1884E-03
               7     1.03662E+03     1.03662E+03         28.6406         28.6406        -3.97139        -3.97139
               8     1.29594E+03     1.29594E+03    -97.5684E-03    -97.5684E-03        -2.27886        -2.27886
               9     1.35439E+03     1.35439E+03        -65.2087        -65.2087         30.7965         30.7965
              10     1.37627E+03     1.37627E+03         134.957         134.957         1.52751         1.52751
              11     1.30088E+03     1.30088E+03    -83.2138E-03    -83.2138E-03        -2.70437        -2.70437
              12     1.28623E+03     1.28623E+03     8.76551E-03     8.76551E-03     8.89647E-03     8.89647E-03
              13     1.20920E+03     1.20920E+03         367.666         367.666        -80.0848        -80.0848
              14     1.96473E+03     1.96473E+03         271.300         271.300        -317.254        -317.254
              15     1.35292E+03     1.35292E+03        -65.6162        -65.6162        -32.5901        -32.5901
              16     1.29611E+03     1.29611E+03    -101.872E-03    -101.872E-03         2.28097         2.28097
              17     1.37577E+03     1.37577E+03         136.659         136.659        -3.89080        -3.89080
              18     1.20920E+03     1.20920E+03         367.655         367.655         80.0662         80.0662
              19     1.04044E+03     1.04044E+03         24.9428         24.9428        -3.96602        -3.96602
              20     1.96473E+03     1.96473E+03         271.300         271.300         317.254         317.254
              21        -21.2579        -21.2579        -903.405        -903.405     736.890E-03     736.890E-03
              22     1.06789E+03     1.06789E+03         247.411         247.411        -525.231        -525.231
              23     3.27695E+03     3.27695E+03         206.146         206.146     364.471E-03     364.471E-03
              24     1.08438E+03     1.08438E+03         254.531         254.531         532.524         532.524
              25     1.08632E+03     1.08632E+03         254.832         254.832         533.568         533.568
              26     1.04857E+03     1.04857E+03         244.072         244.072        -519.701        -519.701
              27     3.28336E+03     3.28336E+03         203.876         203.876         15.3439         15.3439
              28        -21.4079        -21.4079        -907.304        -907.304     803.851E-03     803.851E-03
              29     1.32650E+03     1.32650E+03        -50.2114        -50.2114        -32.7512        -32.7512
              30     1.31189E+03     1.31189E+03        -42.2099        -42.2099        -35.8098        -35.8098
