********************************************************************************
Field Output Report, written Sat Feb 24 11:10:47 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      4: Step Time =   0.2857

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label           S.S11           S.S11           S.S22           S.S22           S.S12           S.S12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
              74         468.998         468.998     383.119E-03     383.119E-03    -34.3172E-03    -34.3172E-03
              75         469.038         469.038     316.451E-03     316.451E-03    -33.4054E-03    -33.4054E-03
              76         469.068         469.068     252.439E-03     252.439E-03    -31.6572E-03    -31.6572E-03
              77         469.087         469.087     192.714E-03     192.714E-03    -29.0946E-03    -29.0946E-03
              78         469.091         469.091     138.853E-03     138.853E-03    -25.7533E-03    -25.7533E-03
              79         469.078         469.078     92.3262E-03     92.3262E-03    -21.7029E-03    -21.7029E-03
              80         469.047         469.047     54.4651E-03     54.4651E-03    -17.0150E-03    -17.0150E-03
              81         468.995         468.995     26.3914E-03     26.3914E-03    -11.8306E-03    -11.8306E-03
              82         468.922         468.922     8.99339E-03     8.99339E-03    -6.24385E-03    -6.24385E-03
              83         468.885         468.885     3.12978E-03     3.12978E-03    -6.13403E-03    -6.13403E-03
              84         468.903         468.903     3.22584E-03     3.22584E-03    -12.0179E-03    -12.0179E-03
              85         468.933         468.933     3.32196E-03     3.32196E-03    -18.3002E-03    -18.3002E-03
              86         468.975         468.975     3.48517E-03     3.48517E-03    -24.8463E-03    -24.8463E-03
              87         469.031         469.031     3.69557E-03     3.69557E-03    -31.7709E-03    -31.7709E-03
              88         469.101         469.101     3.95232E-03     3.95232E-03    -39.1682E-03    -39.1682E-03
              89         469.186         469.186     4.25678E-03     4.25678E-03    -47.1348E-03    -47.1348E-03
              90         469.288         469.288     4.60636E-03     4.60636E-03    -55.7657E-03    -55.7657E-03
              91         469.407         469.407     5.00149E-03     5.00149E-03    -65.1548E-03    -65.1548E-03
              92         469.545         469.545     5.43931E-03     5.43931E-03    -75.3941E-03    -75.3941E-03
              93         469.705         469.705     5.91793E-03     5.91793E-03    -86.5716E-03    -86.5716E-03
              94         469.888         469.888     6.43291E-03     6.43291E-03    -98.7698E-03    -98.7698E-03
              95         470.096         470.096     6.97900E-03     6.97900E-03    -112.063E-03    -112.063E-03
              96         470.331         470.331     7.54834E-03     7.54834E-03    -126.512E-03    -126.512E-03
              97         470.596         470.596     8.13042E-03     8.13042E-03    -142.164E-03    -142.164E-03
              98         470.893         470.893     8.71142E-03     8.71142E-03    -159.039E-03    -159.039E-03
              99         471.224         471.224     9.27246E-03     9.27246E-03    -177.129E-03    -177.129E-03
             100         471.593         471.593     9.79027E-03     9.79027E-03    -196.384E-03    -196.384E-03
             101         472.000         472.000     10.2329E-03     10.2329E-03    -216.703E-03    -216.703E-03
             102         472.448         472.448     10.5629E-03     10.5629E-03    -237.914E-03    -237.914E-03
             103         472.939         472.939     10.7287E-03     10.7287E-03    -259.763E-03    -259.763E-03
             104         473.474         473.474     10.6735E-03     10.6735E-03    -281.885E-03    -281.885E-03
             105         474.051         474.051     10.3179E-03     10.3179E-03    -303.783E-03    -303.783E-03
             106         474.671         474.671     9.58067E-03     9.58067E-03    -324.803E-03    -324.803E-03
             107         475.331         475.331     8.34784E-03     8.34784E-03    -344.095E-03    -344.095E-03
             108         476.026         476.026     6.51333E-03     6.51333E-03    -360.590E-03    -360.590E-03
             109         476.750         476.750     3.92849E-03     3.92849E-03    -372.966E-03    -372.966E-03
             110         477.493         477.493     474.861E-06     474.861E-06    -379.629E-03    -379.629E-03
             111         478.241         478.241    -4.00995E-03    -4.00995E-03    -378.707E-03    -378.707E-03
             112         478.978         478.978    -9.61816E-03    -9.61816E-03    -368.059E-03    -368.059E-03
             113         479.682         479.682    -16.4608E-03    -16.4608E-03    -345.339E-03    -345.339E-03
             114         480.326         480.326    -24.5224E-03    -24.5224E-03    -308.085E-03    -308.085E-03
             115         480.881         480.881    -33.7281E-03    -33.7281E-03    -253.914E-03    -253.914E-03
             116         481.310         481.310    -43.8222E-03    -43.8222E-03    -180.739E-03    -180.739E-03
             117         481.574         481.574    -54.3434E-03    -54.3434E-03    -87.1722E-03    -87.1722E-03
             118         481.633         481.633    -64.6409E-03    -64.6409E-03     27.1117E-03     27.1117E-03
             119         481.447         481.447    -73.6957E-03    -73.6957E-03     160.799E-03     160.799E-03
             120         480.981         480.981    -80.3992E-03    -80.3992E-03     310.495E-03     310.495E-03
             121         480.210         480.210    -83.2713E-03    -83.2713E-03     470.261E-03     470.261E-03
             122         479.122         479.122    -81.0027E-03    -81.0027E-03     631.391E-03     631.391E-03
             123         477.725         477.725    -72.3790E-03    -72.3790E-03     782.684E-03     782.684E-03
             124         476.053         476.053    -56.5678E-03    -56.5678E-03     910.088E-03     910.088E-03
             125         474.378         474.378    -86.7244E-03    -86.7244E-03         1.84326         1.84326
             126         475.293         475.293    -251.073E-03    -251.073E-03         3.31586         3.31586
             127         476.363         476.363    -520.446E-03    -520.446E-03         4.40859         4.40859
             128         477.572         477.572    -912.598E-03    -912.598E-03         5.21097         5.21097
             129         478.926         478.926        -1.46807        -1.46807         5.78100         5.78100
             130         480.445         480.445        -2.24841        -2.24841         6.13767         6.13767
             131         482.154         482.154        -3.33626        -3.33626         6.25667         6.25667
             132         484.066         484.066        -4.83394        -4.83394         6.06090         6.06090
             133         486.160         486.160        -6.85670        -6.85670         5.40009         5.40009
             134         488.325         488.325        -9.50310        -9.50310         4.03288         4.03288
             135         490.275         490.275        -12.7960        -12.7960         1.61423         1.61423
             136         491.424         491.424        -16.5442        -16.5442        -2.22335        -2.22335
             137         483.979         483.979        -18.4446        -18.4446         11.3819         11.3819
             138         478.683         478.683        -15.5930        -15.5930         12.6263         12.6263
             139         474.457         474.457        -12.5702        -12.5702         12.7774         12.7774
             140         471.283         471.283        -9.77285        -9.77285         12.2646         12.2646
             141         468.999         468.999        -7.34465        -7.34465         11.4087         11.4087
             142         467.416         467.416        -5.31100        -5.31100         10.4215         10.4215
             143         466.361         466.361        -3.63892        -3.63892         9.42468         9.42468
             144         465.694         465.694        -2.28076        -2.28076         8.48223         8.48223
             145         465.310         465.310        -1.18665        -1.18665         7.62255         7.62255
             146         465.127         465.127    -312.645E-03    -312.645E-03         6.85391         6.85391
             147         465.088         465.088     378.959E-03     378.959E-03         6.17397         6.17397
             148         465.149         465.149     919.352E-03     919.352E-03         5.57510         5.57510
             149         465.279         465.279         1.33443         1.33443         5.04778         5.04778
             150         465.454         465.454         1.64561         1.64561         4.58221         4.58221
             151         465.658         465.658         1.87075         1.87075         4.16924         4.16924
             152         465.878         465.878         2.02480         2.02480         3.80079         3.80079
             153         466.105         466.105         2.12037         2.12037         3.46997         3.46997
             154         466.332         466.332         2.16815         2.16815         3.17100         3.17100
             155         466.555         466.555         2.17724         2.17724         2.89919         2.89919
             156         466.771         466.771         2.15537         2.15537         2.65070         2.65070
             157         466.976         466.976         2.10912         2.10912         2.42248         2.42248
             158         467.170         467.170         2.04412         2.04412         2.21207         2.21207
             159         467.351         467.351         1.96511         1.96511         2.01751         2.01751
             160         467.520         467.520         1.87611         1.87611         1.83722         1.83722
             161         467.676         467.676         1.78053         1.78053         1.66989         1.66989
             162         467.818         467.818         1.68118         1.68118         1.51446         1.51446
             163         467.949         467.949         1.58045         1.58045         1.37001         1.37001
             164         468.067         468.067         1.48027         1.48027         1.23573         1.23573
             165         468.174         468.174         1.38226         1.38226         1.11090         1.11090
             166         468.270         468.270         1.28772         1.28772     994.830E-03     994.830E-03
             167         468.356         468.356         1.19770         1.19770     886.887E-03     886.887E-03
             168         468.433         468.433         1.11303         1.11303     786.443E-03     786.443E-03
             169         468.500         468.500         1.03438         1.03438     692.883E-03     692.883E-03
             170         468.559         468.559     962.258E-03     962.258E-03     605.594E-03     605.594E-03
             171         468.610         468.610     897.057E-03     897.057E-03     523.964E-03     523.964E-03
             172         468.654         468.654     839.072E-03     839.072E-03     447.376E-03     447.376E-03
             173         468.691         468.691     788.523E-03     788.523E-03     375.211E-03     375.211E-03
             174         468.722         468.722     745.566E-03     745.566E-03     306.847E-03     306.847E-03
             175         468.747         468.747     710.312E-03     710.312E-03     241.657E-03     241.657E-03
             176         468.766         468.766     682.836E-03     682.836E-03     179.009E-03     179.009E-03
             177         468.779         468.779     663.189E-03     663.189E-03     118.273E-03     118.273E-03
             178         468.787         468.787     651.374E-03     651.374E-03     58.9718E-03     58.9718E-03
             179         468.730         468.730     712.968E-03     712.968E-03     25.9443E-03     25.9443E-03
             180         468.674         468.674     772.111E-03     772.111E-03     21.1966E-03     21.1966E-03
             181         468.630         468.630     818.394E-03     818.394E-03     15.7057E-03     15.7057E-03
             182         468.599         468.599     850.184E-03     850.184E-03     9.66366E-03     9.66366E-03
             183         468.583         468.583     866.360E-03     866.360E-03     3.28095E-03     3.28095E-03
             184         468.583         468.583     866.345E-03     866.345E-03    -3.22002E-03    -3.22002E-03
             185         468.599         468.599     850.149E-03     850.149E-03    -9.61157E-03    -9.61157E-03
             186         468.630         468.630     818.346E-03     818.346E-03    -15.6727E-03    -15.6727E-03
             187         468.674         468.674     772.043E-03     772.043E-03    -21.1847E-03    -21.1847E-03
             188         468.730         468.730     712.881E-03     712.881E-03    -25.9392E-03    -25.9392E-03
             189         387.859         387.859         5.45796         5.45796         25.7982         25.7982
             190         415.941         415.941        -7.37960        -7.37960         40.5118         40.5118
             191         446.928         446.928        -19.4589        -19.4589         41.1753         41.1753
             192         470.858         470.858        -25.8329        -25.8329         32.6693         32.6693
             193         485.023         485.023        -26.3282        -26.3282         21.3671         21.3671
             194         482.438         482.438        -26.2935        -26.2935        -23.6107        -23.6107
             195         461.994         461.994        -23.6436        -23.6436        -36.3046        -36.3046
             196         428.897         428.897        -12.5505        -12.5505        -41.3670        -41.3670
             197         394.041         394.041         2.59733         2.59733        -29.0699        -29.0699
             198         472.674         472.674    -106.234E-03    -106.234E-03        -1.53442        -1.53442
             199         473.689         473.689    -307.450E-03    -307.450E-03        -2.71727        -2.71727
             200         474.900         474.900    -634.450E-03    -634.450E-03        -3.54463        -3.54463
             201         476.284         476.284        -1.10133        -1.10133        -4.11266        -4.11266
             202         477.840         477.840        -1.74505        -1.74505        -4.48347        -4.48347
             203         479.581         479.581        -2.62368        -2.62368        -4.67903        -4.67903
             204         481.524         481.524        -3.81664        -3.81664        -4.67689        -4.67689
             205         483.677         483.677        -5.42314        -5.42314        -4.40076        -4.40076
